symbol,decision_session,decision_time_utc,action,status,reason,target_weight,portfolio_weight_before,equity_at_decision,rebalance_status,execution_session,order_status,raw_open_price,fill_price,fill_quantity,commission,slippage_cost,total_transaction_cost,position_after,cache_status
JPM,2024-04-05,2024-04-05T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.994209466173461,115336.32181978715,noop,,,,,,,,,,
JPM,2024-04-12,2024-04-12T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9937479610639955,106822.57096640614,noop,,,,,,,,,,
JPM,2024-04-19,2024-04-19T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9938486227283727,108570.62466425347,noop,,,,,,,,,,
JPM,2024-04-26,2024-04-26T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9940916565582403,113036.56930396023,noop,,,,,,,,,,
JPM,2024-05-03,2024-05-03T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9939997911249028,111305.93731459738,noop,,,,,,,,,,
JPM,2024-05-10,2024-05-10T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9942476992033559,116102.91195406373,noop,,,,,,,,,,
JPM,2024-05-17,2024-05-17T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.994415849094815,119599.00157890489,noop,,,,,,,,,,
JPM,2024-05-24,2024-05-24T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9943029824540277,117229.56222914014,noop,,,,,,,,,,
JPM,2024-05-31,2024-05-31T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9943566592779094,118344.59512815933,noop,,,,,,,,,,
JPM,2024-06-07,2024-06-07T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9942814519257708,116788.18893484381,noop,,,,,,,,,,
JPM,2024-06-14,2024-06-14T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9941004462777435,113204.98199830294,noop,,,,,,,,,,
JPM,2024-06-21,2024-06-21T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.9941757407852885,114668.46654749151,noop,,,,,,,,,,
JPM,2024-06-28,2024-06-28T20:00:00+00:00,HOLD,success,"fixed ARMA(1,1) five-session cumulative forecast",1.0,0.994346393829729,118129.71275536375,noop,,,,,,,,,,
