symbol,decision_session,decision_time_utc,action,status,reason,target_weight,portfolio_weight_before,equity_at_decision,rebalance_status,execution_session,order_status,raw_open_price,fill_price,fill_quantity,commission,slippage_cost,total_transaction_cost,position_after,cache_status
JPM,2024-02-02,2024-02-02T21:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-02-09,2024-02-09T21:00:00+00:00,BUY,success,TradingAgents structured decision,1.0,0.0,100000.0,ordered,2024-02-12,filled,174.7799988,174.86738879939998,571.5761279089289,49.97501249375312,49.95003747500904,99.92504996876215,571.5761279089289,miss
JPM,2024-02-16,2024-02-16T21:00:00+00:00,HOLD,success,TradingAgents structured decision,1.0,1.0,102329.27349364418,noop,,,,,,,,,,miss
JPM,2024-02-23,2024-02-23T21:00:00+00:00,HOLD,success,TradingAgents structured decision,1.0,1.0,105164.29491763253,noop,,,,,,,,,,miss
JPM,2024-03-01,2024-03-01T21:00:00+00:00,HOLD,success,TradingAgents structured decision,1.0,1.0,105907.33691068538,noop,,,,,,,,,,miss
JPM,2024-03-08,2024-03-08T21:00:00+00:00,HOLD,success,TradingAgents structured decision,1.0,1.0,107582.05948090996,noop,,,,,,,,,,miss
JPM,2024-03-15,2024-03-15T20:00:00+00:00,HOLD,success,TradingAgents structured decision,1.0,1.0,108770.93891295517,noop,,,,,,,,,,miss
JPM,2024-03-22,2024-03-22T20:00:00+00:00,BUY,success,TradingAgents structured decision,1.0,1.0,112383.29546873059,noop,,,,,,,,,,miss
JPM,2024-03-28,2024-03-28T20:00:00+00:00,HOLD,success,TradingAgents structured decision,1.0,1.0,114486.70019204446,noop,,,,,,,,,,miss
JPM,2024-04-05,2024-04-05T20:00:00+00:00,SELL,success,TradingAgents structured decision,0.0,0.994209466173461,113515.01723082729,ordered,2024-04-08,filled,197.6199951,197.52118510245003,-571.5761279089289,56.44919708042061,56.47743579830711,112.92663287872773,0.0,miss
JPM,2024-04-12,2024-04-12T20:00:00+00:00,SELL,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-04-19,2024-04-19T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-04-26,2024-04-26T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-05-03,2024-05-03T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-05-10,2024-05-10T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-05-17,2024-05-17T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-05-24,2024-05-24T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-05-31,2024-05-31T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-06-07,2024-06-07T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-06-14,2024-06-14T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-06-21,2024-06-21T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
JPM,2024-06-28,2024-06-28T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,113499.25751085606,noop,,,,,,,,,,miss
