experiment_id,run_id,case_id,symbol,decision_session,decision_time_utc,execution_session,action,decision_status,rebalance_status,provider,quick_model,deep_model,thinking_mode,temperature,research_depth,debate_rounds,risk_rounds,graph_config_sha256,portfolio_equity_before,portfolio_weight_before,report_path,source_audit_path,cache_key,cache_status,wall_clock_seconds,prompt_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,completion_tokens,reasoning_tokens,total_tokens
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-03-15,AAPL,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-18,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AAPL/2024-03-15/reports,strategy/cases/AAPL/2024-03-15/source_audit.json,314fd70d6f618e5dd9340b9759189d9b473c175ef33719768c36fc6d9e29fc6a,miss,380.3998935000054,344284,101376,242908,42340,,386624
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-03-22,AAPL,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-25,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AAPL/2024-03-22/reports,strategy/cases/AAPL/2024-03-22/source_audit.json,dd8d5f6114f730c4f18d676aade361ce0ea2acfc21b676f4d57cca0f8e6a9347,miss,361.6607658330031,328753,100480,228273,39597,,368350
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-03-28,AAPL,2024-03-28,2024-03-28T20:00:00+00:00,2024-04-01,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AAPL/2024-03-28/reports,strategy/cases/AAPL/2024-03-28/source_audit.json,9dae4fb09980526f472c8313fd559c8829c9beeae495c6aea3028ff5097332d9,miss,345.86416791599913,306499,96128,210371,37094,,343593
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-04-05,AAPL,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-08,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AAPL/2024-04-05/reports,strategy/cases/AAPL/2024-04-05/source_audit.json,5a0662ef8bddb148135cc3a54c1593094f6782ce03cd63117a84f7b0961a300c,miss,324.8189257910053,320620,101376,219244,37371,,357991
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-04-12,AAPL,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-15,BUY,success,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AAPL/2024-04-12/reports,strategy/cases/AAPL/2024-04-12/source_audit.json,decfa5acb70164dac96fa0b756010fecba44a16dc535cf6bff23bfe4036b030c,miss,353.5640435000023,306854,78848,228006,38425,,345279
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-04-19,AAPL,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-22,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,93998.13133186745,1.0,strategy/cases/AAPL/2024-04-19/reports,strategy/cases/AAPL/2024-04-19/source_audit.json,de3d02cc0edf44ed683b1bd7d52597e0b8f657c386d811e3c57b486d94cc2e35,miss,312.82018362500094,301781,90752,211029,35596,,337377
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-04-26,AAPL,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-29,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,96447.78136896587,1.0,strategy/cases/AAPL/2024-04-26/reports,strategy/cases/AAPL/2024-04-26/source_audit.json,dbb7019765fc1530904e1058b175aa3f8d60b2f981042057ea8b75477c954c9a,miss,369.23833845800254,328263,83712,244551,43870,,372133
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-05-03,AAPL,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-06,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,104468.9562680527,1.0,strategy/cases/AAPL/2024-05-03/reports,strategy/cases/AAPL/2024-05-03/source_audit.json,b85a6081f29cb82af8ed79b1565244e3b747152c47c71c59a034b8ff998d5048,miss,324.69189454200387,326198,93312,232886,40475,,366673
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-05-10,AAPL,2024-05-10,2024-05-10T20:00:00+00:00,2024-05-13,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,104423.3803910637,0.9986361156804584,strategy/cases/AAPL/2024-05-10/reports,strategy/cases/AAPL/2024-05-10/source_audit.json,a4cfd42c1059efa4ab6e2a8e653c5f29cd3c93b2f7180da5bc7342ff041b756e,miss,416.140883166001,350329,93696,256633,49302,,399631
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-05-17,AAPL,2024-05-17,2024-05-17T20:00:00+00:00,2024-05-20,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,108308.63192862908,0.9986850409928292,strategy/cases/AAPL/2024-05-17/reports,strategy/cases/AAPL/2024-05-17/source_audit.json,b0b2ae77dbecdd72e4312387493e0754292d6fe5cebe352a0c97a43f7826b044,miss,399.5477556249971,367841,104320,263521,47259,,415100
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-05-24,AAPL,2024-05-24,2024-05-24T20:00:00+00:00,2024-05-28,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,108371.29769132836,0.9986858013686009,strategy/cases/AAPL/2024-05-24/reports,strategy/cases/AAPL/2024-05-24/source_audit.json,c03f5a4fde1c9f2a46becd3f5fc8c0d0515fab19ff25270d4b65a48b649f1561,miss,335.9554241250007,309373,82688,226685,39087,,348460
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-05-31,AAPL,2024-05-31,2024-05-31T20:00:00+00:00,2024-06-03,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,109664.48655384537,0.9987012987012986,strategy/cases/AAPL/2024-05-31/reports,strategy/cases/AAPL/2024-05-31/source_audit.json,f8626e91eaa943f09fe6527bae24db0265aa7199f87aacff4b0d5f01dd9ee53c,miss,366.8857036250047,302093,79488,222605,39572,,341665
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-06-07,AAPL,2024-06-07,2024-06-07T20:00:00+00:00,2024-06-10,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,112307.82760221498,0.9987318656753531,strategy/cases/AAPL/2024-06-07/reports,strategy/cases/AAPL/2024-06-07/source_audit.json,20ba8accc1a9dffd82ac96c3dd85c5cbc613a6866d04a79c3494f52e995c1ad2,miss,337.3904241660057,288060,75520,212540,34550,,322610
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-06-14,AAPL,2024-06-14,2024-06-14T20:00:00+00:00,2024-06-17,BUY,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,121194.92713049216,0.9988248566628903,strategy/cases/AAPL/2024-06-14/reports,strategy/cases/AAPL/2024-06-14/source_audit.json,cb32eb7293771e78a5dedafe2e69443138dc16215b21ab3ed267aae71eb6ec8a,miss,347.12200804200256,315273,86144,229129,38777,,354050
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-06-21,AAPL,2024-06-21,2024-06-21T20:00:00+00:00,2024-06-24,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,118346.49890831434,0.9987965726707367,strategy/cases/AAPL/2024-06-21/reports,strategy/cases/AAPL/2024-06-21/source_audit.json,51efaee86f88132f71fc7d36edc647a41d81284317c759a61a2b7d6ac6cb13c0,miss,346.1901729579986,320522,86144,234378,40877,,361399
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AAPL:2024-06-28,AAPL,2024-06-28,2024-06-28T20:00:00+00:00,2024-07-01,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,120129.60905066696,0.9988144354066046,strategy/cases/AAPL/2024-06-28/reports,strategy/cases/AAPL/2024-06-28/source_audit.json,2818e3d0329433969624cf9f678cf39352ebf37dfedfa3bb2ab7704fdb5b2f9f,miss,366.88370508299704,297983,97792,200191,35786,,333769
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-01-05,AMZN,2024-01-05,2024-01-05T21:00:00+00:00,2024-01-08,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-01-05/reports,strategy/cases/AMZN/2024-01-05/source_audit.json,23a2ec86571be067e0086b5faeacb0cddaca8e189de2a2138872588ef298622e,miss,384.2707453339972,310126,89728,220398,40342,,350468
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-01-12,AMZN,2024-01-12,2024-01-12T21:00:00+00:00,2024-01-16,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-01-12/reports,strategy/cases/AMZN/2024-01-12/source_audit.json,e2c60b3257102739c885761b0729db8cc02b408f07779aee7400d848c292768b,miss,423.4025082920052,352153,104064,248089,44353,,396506
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-01-19,AMZN,2024-01-19,2024-01-19T21:00:00+00:00,2024-01-22,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-01-19/reports,strategy/cases/AMZN/2024-01-19/source_audit.json,62b81d47e0f1f2fcb2a4135afab77ad0fdca795dd35f7ef8b9ccf000867b75c8,miss,364.7294042919966,296127,88448,207679,36487,,332614
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-01-26,AMZN,2024-01-26,2024-01-26T21:00:00+00:00,2024-01-29,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-01-26/reports,strategy/cases/AMZN/2024-01-26/source_audit.json,8b0a877b694a233ddcfff09bf6eef7b83550c00435a3b661735d7bdf95064f2a,miss,384.6145465840018,322828,100992,221836,39833,,362661
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-02-02,AMZN,2024-02-02,2024-02-02T21:00:00+00:00,2024-02-05,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-02-02/reports,strategy/cases/AMZN/2024-02-02/source_audit.json,dd67b4a8cf67dd84dfb8c77c7dd4b8e4917c2e1b00e59a8f501fbdd4381e5acf,miss,351.6065484580031,291204,85248,205956,35974,,327178
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-02-09,AMZN,2024-02-09,2024-02-09T21:00:00+00:00,2024-02-12,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-02-09/reports,strategy/cases/AMZN/2024-02-09/source_audit.json,7328a1d98f78a5bcb731e574f4532945208e123006fb839975d6686e86e65365,miss,364.53195937500277,290577,74496,216081,38796,,329373
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-02-16,AMZN,2024-02-16,2024-02-16T21:00:00+00:00,2024-02-20,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-02-16/reports,strategy/cases/AMZN/2024-02-16/source_audit.json,7cea34fee46e875d788cb4c522ba89c45ab3d55d0c1f4e02e53823a72fa2b564,miss,380.4977614170057,351842,99712,252130,43692,,395534
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-02-23,AMZN,2024-02-23,2024-02-23T21:00:00+00:00,2024-02-26,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-02-23/reports,strategy/cases/AMZN/2024-02-23/source_audit.json,f1efdd71e6226d06dfe8396301565c2fd4def7187e91ba2f24558be9e3208ddc,miss,397.1972665419962,359400,104576,254824,47574,,406974
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-03-01,AMZN,2024-03-01,2024-03-01T21:00:00+00:00,2024-03-04,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-03-01/reports,strategy/cases/AMZN/2024-03-01/source_audit.json,16c610834fa8ec6962a9b0efc5fbdd61a06b338ec5eaf3b32203371faa1802ef,miss,370.6745780830024,332319,91136,241183,41433,,373752
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-03-08,AMZN,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-11,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-03-08/reports,strategy/cases/AMZN/2024-03-08/source_audit.json,c49ff43dcd370707d1868b02d2f2546a5b9696f665ea31e9cccde4ad9e3c526c,miss,366.2627111249967,316752,94464,222288,38280,,355032
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-03-15,AMZN,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-18,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-03-15/reports,strategy/cases/AMZN/2024-03-15/source_audit.json,ea844c678f1d511faefc928eb87afba6601c51634cf69e1f7ca12e59f6c7db8c,miss,355.30797779200657,294891,86528,208363,35967,,330858
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-03-22,AMZN,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-25,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-03-22/reports,strategy/cases/AMZN/2024-03-22/source_audit.json,9993afb1f0429c4c43bba016c3c105b660430692e0a759b6c3cdebaae7bdbdc8,miss,359.18046483400394,325866,97024,228842,40050,,365916
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-03-28,AMZN,2024-03-28,2024-03-28T20:00:00+00:00,2024-04-01,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-03-28/reports,strategy/cases/AMZN/2024-03-28/source_audit.json,c24fa789e433d681442db6fcd2b40724748f0395228ede4a18e45af17a16cb50,miss,330.55297695800255,298968,77568,221400,38895,,337863
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-04-05,AMZN,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-08,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-04-05/reports,strategy/cases/AMZN/2024-04-05/source_audit.json,10e2e4eaeb02970016b6e256cc23469dc3e7f72750f0efa63eccb368836722b2,miss,363.9137872499996,324294,100096,224198,41101,,365395
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-04-12,AMZN,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-15,BUY,success,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,100000.0,0.0,strategy/cases/AMZN/2024-04-12/reports,strategy/cases/AMZN/2024-04-12/source_audit.json,36e1a4c71bcb4161b8b99b8754c8f5f283233cc5265b27b127935bcfcc92060c,miss,389.3080809999956,335813,94080,241733,42546,,378359
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-04-19,AMZN,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-22,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,93077.68904391745,1.0,strategy/cases/AMZN/2024-04-19/reports,strategy/cases/AMZN/2024-04-19/source_audit.json,223559b8a1031e57b43f0d7d60ed5142a581170841e29e3465522e6bec9f51d6,miss,566.9782583329943,316718,89856,226862,38204,,354922
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-04-26,AMZN,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-29,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,95737.35086110496,1.0,strategy/cases/AMZN/2024-04-26/reports,strategy/cases/AMZN/2024-04-26/source_audit.json,7a98a662bc00e4266c7282852091ff8668bd7daa1001762e20b0da64e9b323c6,miss,284.87992674999987,300325,98048,202277,34669,,334994
M1_finmultitime_prompt_2024H1,20260814T015553499023Z_ac0d1b00,AMZN:2024-05-03,AMZN,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-06,BUY,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,3d1038214801fd967a29b93485793183dd4d3cd82d2c4020d03ca5fe018b0d88,99249.82313556808,1.0,strategy/cases/AMZN/2024-05-03/reports,strategy/cases/AMZN/2024-05-03/source_audit.json,689dda4b748d24f341dd572d6c4883e7b81243731d194c4c5ccce1b7ff46e672,miss,323.6467812080009,329986,94336,235650,39230,,369216
