symbol,decision_session,decision_time_utc,action,status,reason,target_weight,portfolio_weight_before,equity_at_decision,rebalance_status,execution_session,order_status,raw_open_price,fill_price,fill_quantity,commission,slippage_cost,total_transaction_cost,position_after,cache_status
AMZN,2024-01-26,2024-01-26T21:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,108328.3279319395,noop,,,,,,,,,,hit
AMZN,2024-02-02,2024-02-02T21:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,116967.6365959022,noop,,,,,,,,,,hit
AMZN,2024-02-09,2024-02-09T21:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,118764.9387497312,noop,,,,,,,,,,hit
AMZN,2024-02-16,2024-02-16T21:00:00+00:00,BUY,cached,exact cache hit,1.0,1.0,115401.80264835403,noop,,,,,,,,,,hit
AMZN,2024-02-23,2024-02-23T21:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,119132.57468806882,noop,,,,,,,,,,hit
AMZN,2024-03-01,2024-03-01T21:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,121331.54429706396,noop,,,,,,,,,,hit
AMZN,2024-03-08,2024-03-08T21:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,119377.66181887213,noop,,,,,,,,,,hit
AMZN,2024-03-15,2024-03-15T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,118744.51574123946,noop,,,,,,,,,,hit
AMZN,2024-03-22,2024-03-22T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,121774.0578372932,noop,,,,,,,,,,hit
AMZN,2024-03-28,2024-03-28T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,122802.06714996342,noop,,,,,,,,,,hit
AMZN,2024-04-05,2024-04-05T20:00:00+00:00,BUY,cached,exact cache hit,1.0,1.0,125995.00413861459,noop,,,,,,,,,,hit
AMZN,2024-04-12,2024-04-12T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,126716.64674266134,noop,,,,,,,,,,hit
AMZN,2024-04-19,2024-04-19T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,118887.48755726551,noop,,,,,,,,,,hit
AMZN,2024-04-26,2024-04-26T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,122284.65517547118,noop,,,,,,,,,,hit
AMZN,2024-05-03,2024-05-03T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,126771.11168416728,noop,,,,,,,,,,hit
AMZN,2024-05-10,2024-05-10T20:00:00+00:00,BUY,cached,exact cache hit,1.0,1.0,127635.71568805436,noop,,,,,,,,,,hit
AMZN,2024-05-17,2024-05-17T20:00:00+00:00,BUY,cached,exact cache hit,1.0,1.0,125743.10237149704,noop,,,,,,,,,,hit
AMZN,2024-05-24,2024-05-24T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,123053.9585008953,noop,,,,,,,,,,hit
AMZN,2024-05-31,2024-05-31T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,120119.7274314106,noop,,,,,,,,,,hit
AMZN,2024-06-07,2024-06-07T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,125470.78801207343,noop,,,,,,,,,,hit
AMZN,2024-06-14,2024-06-14T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,125035.07869197277,noop,,,,,,,,,,hit
AMZN,2024-06-21,2024-06-21T20:00:00+00:00,BUY,cached,exact cache hit,1.0,1.0,128724.9941623591,noop,,,,,,,,,,hit
AMZN,2024-06-28,2024-06-28T20:00:00+00:00,HOLD,cached,exact cache hit,1.0,1.0,131563.9141371951,noop,,,,,,,,,,hit
JPM,2024-01-05,2024-01-05T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-01-12,2024-01-12T21:00:00+00:00,SELL,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-01-19,2024-01-19T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-01-26,2024-01-26T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-02-02,2024-02-02T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-02-09,2024-02-09T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-02-16,2024-02-16T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-02-23,2024-02-23T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-03-01,2024-03-01T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-03-08,2024-03-08T21:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-03-15,2024-03-15T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-03-22,2024-03-22T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-03-28,2024-03-28T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-04-05,2024-04-05T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-04-12,2024-04-12T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-04-19,2024-04-19T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-04-26,2024-04-26T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-05-03,2024-05-03T20:00:00+00:00,HOLD,cached,exact cache hit,0.0,0.0,100000.0,noop,,,,,,,,,,hit
JPM,2024-05-10,2024-05-10T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-05-17,2024-05-17T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-05-24,2024-05-24T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-05-31,2024-05-31T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-06-07,2024-06-07T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-06-14,2024-06-14T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-06-21,2024-06-21T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
JPM,2024-06-28,2024-06-28T20:00:00+00:00,HOLD,success,TradingAgents structured decision,0.0,0.0,100000.0,noop,,,,,,,,,,miss
