symbol,decision_session,decision_time_utc,action,target_weight,status,reason,strategy_id,experiment_id,raw_signal,metadata,rebalance_status
AAPL,2024-03-15,2024-03-15T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.009655583999119699, 'run_context': {'mode': 'historical', 'as_of': '2024-03-15T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-03-15', 'last_observation_time_utc': '2024-03-15T20:00:00+00:00', 'row_count': 301, 'sha256': '81d3dc8a2dfe1317a00fc4b04a15f6fa1283d18547f82eef27f92bca8cbf4dab'}, 'report_path': 'strategy/cases/AAPL/2024-03-15/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-03-15/source_audit.json', 'cache_key': '09f7e3e190cf5372f24789883d7cba69e82d91d39e1952d80694f256a73c72a2', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '235e8dfa00f8bf0ec640f48016695b24ec3e7d5f0f72225b956c8463d7c95eb0'}",noop
AAPL,2024-03-22,2024-03-22T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.01007662498159334, 'run_context': {'mode': 'historical', 'as_of': '2024-03-22T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-03-22', 'last_observation_time_utc': '2024-03-22T20:00:00+00:00', 'row_count': 306, 'sha256': '46823e8e7231fc7ac61f28a7dbab536b687e26b314af67966b2864752a1184ff'}, 'report_path': 'strategy/cases/AAPL/2024-03-22/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-03-22/source_audit.json', 'cache_key': '15f3e63f92b4589fbcc93c46829c4fb21c13f7399a6ac1efcc4a456afdf4b145', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'c5e38f023736f919cd725de7a6739e16bcfab106abb07f0d78061e42400aa933'}",noop
AAPL,2024-03-28,2024-03-28T20:00:00+00:00,SELL,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,SELL,"{'wall_clock_seconds': 0.01152095798170194, 'run_context': {'mode': 'historical', 'as_of': '2024-03-28T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-03-28', 'last_observation_time_utc': '2024-03-28T20:00:00+00:00', 'row_count': 310, 'sha256': '35ec9f5e4dec50cc531cbd9980c86afc58845d444b96c76016cbfd2cbd969e8a'}, 'report_path': 'strategy/cases/AAPL/2024-03-28/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-03-28/source_audit.json', 'cache_key': '39824cf8e0e4b4aae1b9cbd7640e678f9e3cd13bbdf68ec1a383b6bdf315b942', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'aa993e87f37a97044b590fa19e3c29b65174469c7e68e641e62e486a6764d6ad'}",noop
AAPL,2024-04-05,2024-04-05T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.008571917016524822, 'run_context': {'mode': 'historical', 'as_of': '2024-04-05T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-04-05', 'last_observation_time_utc': '2024-04-05T20:00:00+00:00', 'row_count': 315, 'sha256': '9233690b3b1d1c7dac74228ce7251f12b44b7a6af4edd80dfd8502b0ffc9f820'}, 'report_path': 'strategy/cases/AAPL/2024-04-05/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-04-05/source_audit.json', 'cache_key': '84b7eab89541d002a94be26dfe52a361d04be2f286bcdf6c9436b4ff11b186b5', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '5674789c4e43af37df2a0b70a3897553b2b0dd6660cb58eadb63f83c68ac1620'}",noop
AAPL,2024-04-12,2024-04-12T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.01005141600035131, 'run_context': {'mode': 'historical', 'as_of': '2024-04-12T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-04-12', 'last_observation_time_utc': '2024-04-12T20:00:00+00:00', 'row_count': 320, 'sha256': 'd5fa2f4a57cb93d5c27d036f07b7639d08b5b462ef84889a02d9f2b3fd4b8515'}, 'report_path': 'strategy/cases/AAPL/2024-04-12/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-04-12/source_audit.json', 'cache_key': '720adda54078b87a7582e12d1bc9e0e04b016e7547c37be6873a46da6a2f0734', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '01301f7a96c7000b5272c01ed2fed987676ae3484106413d985a65239ec725ee'}",noop
AAPL,2024-04-19,2024-04-19T20:00:00+00:00,SELL,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,SELL,"{'wall_clock_seconds': 0.008954707998782396, 'run_context': {'mode': 'historical', 'as_of': '2024-04-19T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-04-19', 'last_observation_time_utc': '2024-04-19T20:00:00+00:00', 'row_count': 325, 'sha256': '9753fdeed5dee67680ad4218837ee75ec6c48acf99e2c3d24e311369b9a7a92d'}, 'report_path': 'strategy/cases/AAPL/2024-04-19/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-04-19/source_audit.json', 'cache_key': '7706bf31dc54035c351e9f134946f74c9c3007558ca8c64db3a7ae6557655571', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'd6e30351f0eb2ab8346008186ce4aa1835315879a8f86020c0af0647066065f7'}",noop
AAPL,2024-04-26,2024-04-26T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.012698083999566734, 'run_context': {'mode': 'historical', 'as_of': '2024-04-26T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-04-26', 'last_observation_time_utc': '2024-04-26T20:00:00+00:00', 'row_count': 330, 'sha256': '04009f1369c504b64e114c8db950285b394360729cfe160cafc7263d272499a6'}, 'report_path': 'strategy/cases/AAPL/2024-04-26/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-04-26/source_audit.json', 'cache_key': 'd8a7cee8448020188a633b5e184f449bb26687213d3280035c3b2e74ee012895', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '183a84bfc6c8d1ec2aab714d2a028cb64e9b6dc68871fe5b9ab012c992d012d1'}",noop
AAPL,2024-05-03,2024-05-03T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.01068095798837021, 'run_context': {'mode': 'historical', 'as_of': '2024-05-03T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-05-03', 'last_observation_time_utc': '2024-05-03T20:00:00+00:00', 'row_count': 335, 'sha256': '4d903b0046921764c7d44b439df85968a8924665628e5c46793e85f6d202b259'}, 'report_path': 'strategy/cases/AAPL/2024-05-03/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-05-03/source_audit.json', 'cache_key': '7126b36005826e867fb633c749a76ff6589f66362e70c7e48ddfc0b5ed1c925a', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '5f9e08d77fc75c17f86c6b290454b9acf9aa632fba8456dd9a4a31e7587ff5b0'}",noop
AAPL,2024-05-10,2024-05-10T20:00:00+00:00,HOLD,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,HOLD,"{'wall_clock_seconds': 0.011309459048788995, 'run_context': {'mode': 'historical', 'as_of': '2024-05-10T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-05-10', 'last_observation_time_utc': '2024-05-10T20:00:00+00:00', 'row_count': 340, 'sha256': 'b3fa7e26e7972c7d5a98786a7b64f4756d63a207fe35b9c483a6d018d08deff5'}, 'report_path': 'strategy/cases/AAPL/2024-05-10/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-05-10/source_audit.json', 'cache_key': '15e5d695ba8ebd744b102836e8bfed52cad333ff69def5927c0d41e857e4b22c', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': '878b4c054df75e69fde6f055ff34c3e1c2a5104330b620bac612a6cd22b426d1'}",noop
AAPL,2024-05-17,2024-05-17T20:00:00+00:00,SELL,0.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,SELL,"{'wall_clock_seconds': 0.010742959042545408, 'run_context': {'mode': 'historical', 'as_of': '2024-05-17T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-05-17', 'last_observation_time_utc': '2024-05-17T20:00:00+00:00', 'row_count': 345, 'sha256': '425280ff0082d43c83c590e9ec2f7726ee936fc210639eb48d54bcce111c9223'}, 'report_path': 'strategy/cases/AAPL/2024-05-17/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-05-17/source_audit.json', 'cache_key': '76021a2473694ffe24cac888825417754fd68118f44d422cbe7eb7c20492fb64', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'e3981ffbf6c32abf2b04170fb69ace8877e56d8f50f7f9625ec5d5c92797c8a0'}",noop
AAPL,2024-05-24,2024-05-24T20:00:00+00:00,BUY,1.0,cached,exact cache hit,tradingagents,M0_original_prompt_2024H1,BUY,"{'wall_clock_seconds': 0.00979945802828297, 'run_context': {'mode': 'historical', 'as_of': '2024-05-24T20:00:00+00:00'}, 'market_history_visibility': {'first_session': '2023-01-04', 'last_session': '2024-05-24', 'last_observation_time_utc': '2024-05-24T20:00:00+00:00', 'row_count': 350, 'sha256': 'f270da61826bb07abd538e04be2e7fcc764683be73550c93ec67c0967060d583'}, 'report_path': 'strategy/cases/AAPL/2024-05-24/reports', 'source_audit_path': 'strategy/cases/AAPL/2024-05-24/source_audit.json', 'cache_key': 'eef23c3fbcfe2783da1b9c64036b02e1f61430db5e0b4217493c75a0cfc27ce6', 'cache_status': 'hit', 'model_config': {'llm_provider': 'deepseek', 'quick_think_llm': 'deepseek-v4-flash', 'deep_think_llm': 'deepseek-v4-flash', 'backend_url': None, 'deepseek_thinking': 'disabled', 'temperature': 0.0, 'llm_max_retries': None, 'selected_analysts': ['market', 'social', 'news', 'fundamentals'], 'output_language': 'English', 'research_depth': 'medium', 'max_debate_rounds': 3, 'max_risk_discuss_rounds': 3, 'max_recur_limit': 100, 'news_article_limit': 20, 'global_news_article_limit': 10, 'global_news_lookback_days': 7, 'global_news_queries': ['Federal Reserve interest rates inflation', 'S&P 500 earnings GDP economic outlook', 'geopolitical risk trade war sanctions', 'ECB Bank of England BOJ central bank policy', 'oil commodities supply chain energy'], 'data_vendors': {'core_stock_apis': 'yfinance', 'technical_indicators': 'yfinance', 'fundamental_data': 'yfinance', 'news_data': 'yfinance', 'macro_data': 'fred', 'prediction_markets': 'polymarket'}, 'tool_vendors': {}, 'benchmark_ticker': None, 'benchmark_map': {'.NS': '^NSEI', '.BO': '^BSESN', '.T': '^N225', '.HK': '^HSI', '.L': '^FTSE', '.TO': '^GSPTSE', '.AX': '^AXJO', '.SS': '000001.SS', '.SZ': '399001.SZ', '': 'SPY'}, 'memory_mode': 'experiment', 'memory_log_max_entries': None, 'memory_holding_horizon_sessions': 5, 'memory_outcome_price_mode': 'adjusted_close', 'checkpoint_enabled': False, 'point_in_time': True, 'execution_data_source': 'snapshot', 'graph_config_sha256': '5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e'}, 'decision_prefix_sha256': 'd5d4d0577e082b938929b0a5d1c1357c5c5180c129b1d9a941d626e50b665212'}",ordered
