experiment_id,run_id,case_id,symbol,decision_session,decision_time_utc,execution_session,action,decision_status,rebalance_status,provider,quick_model,deep_model,thinking_mode,temperature,research_depth,debate_rounds,risk_rounds,graph_config_sha256,portfolio_equity_before,portfolio_weight_before,report_path,source_audit_path,cache_key,cache_status,wall_clock_seconds,prompt_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,completion_tokens,reasoning_tokens,total_tokens
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-01-05,AMZN,2024-01-05,2024-01-05T21:00:00+00:00,2024-01-08,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,100000.0,0.0,strategy/cases/AMZN/2024-01-05/reports,strategy/cases/AMZN/2024-01-05/source_audit.json,6a17714ae995ad635c14559332fb047fd710dd18f99e042fee147733067d70d4,hit,0.08440905400001952,317864,98048,219816,42442,,360306
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-01-12,AMZN,2024-01-12,2024-01-12T21:00:00+00:00,2024-01-16,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,100000.0,0.0,strategy/cases/AMZN/2024-01-12/reports,strategy/cases/AMZN/2024-01-12/source_audit.json,f5edd8fc12c8db81fbbd67c0097f09812aeda2a6470238ec59389dc867e49f23,hit,0.0070652410000207055,344062,114176,229886,44657,,388719
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-01-19,AMZN,2024-01-19,2024-01-19T21:00:00+00:00,2024-01-22,BUY,cached,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,100000.0,0.0,strategy/cases/AMZN/2024-01-19/reports,strategy/cases/AMZN/2024-01-19/source_audit.json,2ada4b6c7e6a193c6d8f005bdfe76b822c53f88122b6d3a7d57b407acc4572a3,hit,0.0067673739999918325,290385,97920,192465,35242,,325627
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-01-26,AMZN,2024-01-26,2024-01-26T21:00:00+00:00,2024-01-29,BUY,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,101320.0299402806,1.0,strategy/cases/AMZN/2024-01-26/reports,strategy/cases/AMZN/2024-01-26/source_audit.json,2a2109c566c92130a85d5ae65d94a07fb1b22e51e131ba407aef27b66067bc4c,hit,0.0067909150000105,294739,86656,208083,37729,,332468
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-02-02,AMZN,2024-02-02,2024-02-02T21:00:00+00:00,2024-02-05,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,109400.41878414774,1.0,strategy/cases/AMZN/2024-02-02/reports,strategy/cases/AMZN/2024-02-02/source_audit.json,4424bb8d90028b5d3b15c775108db53bf37e80de5640a4fae1bbd22fe4b22bdf,hit,0.006805165999992369,303077,85632,217445,41587,,344664
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-02-09,AMZN,2024-02-09,2024-02-09T21:00:00+00:00,2024-02-12,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,111081.44452795961,1.0,strategy/cases/AMZN/2024-02-09/reports,strategy/cases/AMZN/2024-02-09/source_audit.json,d55899437edaa5d0282c18b176ada791ba1ddf92f63fa1232831f3868ed6a862,hit,0.006887991000013471,308163,106880,201283,36852,,345015
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-02-16,AMZN,2024-02-16,2024-02-16T21:00:00+00:00,2024-02-20,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,107935.88641781449,1.0,strategy/cases/AMZN/2024-02-16/reports,strategy/cases/AMZN/2024-02-16/source_audit.json,63bf5f8ba931c86e545370a0d9893baebb03dbba605eab5430cdd8725fdd2118,hit,0.006880120000005263,330268,111104,219164,40189,,370457
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-02-23,AMZN,2024-02-23,2024-02-23T21:00:00+00:00,2024-02-26,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,111425.29627007175,1.0,strategy/cases/AMZN/2024-02-23/reports,strategy/cases/AMZN/2024-02-23/source_audit.json,a0353564439dfef0342307cc6208e38fb6198484f256de6dc26bba5bbadbe4fb,hit,0.006940153999977383,312653,98304,214349,38489,,351142
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-03-01,AMZN,2024-03-01,2024-03-01T21:00:00+00:00,2024-03-04,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,113482.00360484327,1.0,strategy/cases/AMZN/2024-03-01/reports,strategy/cases/AMZN/2024-03-01/source_audit.json,52fcce6ec0d3798dac0bbcee10ffedb9624dddadd2c82090364f45ff9577a5df,hit,0.007044079999985797,333045,105984,227061,42751,,375796
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-03-08,AMZN,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-11,BUY,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,111654.52749615113,1.0,strategy/cases/AMZN/2024-03-08/reports,strategy/cases/AMZN/2024-03-08/source_audit.json,a16f5e9cbe1c8f62e1b883f91c1ab5b2e83b76cf0a588d7a54eb38567dd392c7,hit,0.007109644000024673,327666,111488,216178,40230,,367896
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-03-15,AMZN,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-18,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,111062.342785402,1.0,strategy/cases/AMZN/2024-03-15/reports,strategy/cases/AMZN/2024-03-15/source_audit.json,f9759146643a762aede80314c2b9df294145ea01e3a079f6168700fcf47d51db,hit,0.007160777000024154,334508,103552,230956,41997,,376505
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-03-22,AMZN,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-25,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,113895.88874459338,1.0,strategy/cases/AMZN/2024-03-22/reports,strategy/cases/AMZN/2024-03-22/source_audit.json,9dd38c176f2a1ca689617e74cc570d1fc781ef2ad8843f4a220a8150880effc0,hit,0.007092292999999472,325144,86400,238744,44732,,369876
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-03-28,AMZN,2024-03-28,2024-03-28T20:00:00+00:00,2024-04-01,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,114857.39102499481,1.0,strategy/cases/AMZN/2024-03-28/reports,strategy/cases/AMZN/2024-03-28/source_audit.json,2c1e63b57ad9f87e4068d1666475fb0cf1501a58129814f4adcd3b28c2b429a4,hit,0.007041359999988117,287340,85248,202092,35685,,323025
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-04-05,AMZN,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-08,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,117843.7610490094,1.0,strategy/cases/AMZN/2024-04-05/reports,strategy/cases/AMZN/2024-04-05/source_audit.json,763a748498d21f4fdcc9b05e5ead4293425e0c7ee9e2c3ee3771538679983756,hit,0.00704904099998771,265556,90624,174932,30567,,296123
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-04-12,AMZN,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-15,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,118518.71700599727,1.0,strategy/cases/AMZN/2024-04-12/reports,strategy/cases/AMZN/2024-04-12/source_audit.json,07c67088d4ebf2c9542ff3cee202e31d8c0510c8e82937657417c7966d4fe24e,hit,0.007163767999998072,315961,107136,208825,38799,,354760
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-04-19,AMZN,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-22,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,111196.06504399235,1.0,strategy/cases/AMZN/2024-04-19/reports,strategy/cases/AMZN/2024-04-19/source_audit.json,87be2b66f285ec9dde1c40ff2eb6469935cbb5273bdf319591506d300c7bb27d,hit,0.007234340999985989,306361,106624,199737,36549,,342910
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AMZN:2024-04-26,AMZN,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-29,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,2fa54d39830a9c1cf649a7bca2be917d5307f99fbfe3ca26da98a622d25c523b,114373.453002985,1.0,strategy/cases/AMZN/2024-04-26/reports,strategy/cases/AMZN/2024-04-26/source_audit.json,bb30e460e466dae409e1c262952e7b8f117e6abba5979d1c28deabdf067cf14c,hit,0.007209509999995589,312745,105088,207657,37588,,350333
